time,no1_el,no2_el,no3_el,no4_el,no1_rt,no2_rt,no3_rt,no4_rt,abs
2019-04-30 AM 8:00,48.39,0.03,46.39,40.71,836.91,0,887.7,684.77,1.77
2019-04-30 AM 9:00,48.46,0.03,46.41,40.08,826.74,0,879.57,647.09,2.84
2019-04-30 AM 10:00,48.15,0.03,46.01,38.66,806.92,0,859.43,567.78,3.53
2019-04-30 AM 11:00,47.85,0.03,45.74,36.89,801.15,0,854.46,537.37,3.71
2019-04-30 PM 12:00,47.91,0.03,45.77,35.5,805.16,0,858.52,503.88,3.8
2019-04-30 PM 1:00,47.85,0.04,45.66,36.49,801.69,0,856.37,524.77,3.92
2019-04-30 PM 2:00,47.72,0.05,45.57,37.63,797.38,0,849.6,546.63,4.29
2019-04-30 PM 3:00,47.47,0.05,45.34,37.06,791.53,0,847,531.44,4.45
2019-04-30 PM 4:00,47.86,0.05,45.74,36.51,793.02,0,846.04,522.93,4.42
2019-04-30 PM 5:00,47.65,0.06,45.55,36.34,794.93,0,848.67,527.38,4.63
2019-04-30 PM 6:00,47.33,0.07,45.28,36.66,788.51,0,838.62,532.15,5.1
2019-04-30 PM 7:00,47.14,0.06,45.11,33.75,776.55,0,827.58,485.91,5.59
2019-04-30 PM 8:00,49.07,0.05,48.26,0.4,911.26,0,942.04,0.09,5.87
2019-04-30 PM 9:00,49.68,0.04,48.84,0.4,927.59,0,952.71,0.04,5.46
2019-04-30 PM 10:00,50.44,0.05,49.45,0.4,952.52,0,969.18,0.04,5.56
2019-04-30 PM 11:00,50.72,0.05,49.72,0.4,962.04,0,970.67,0.04,5.41
2019-05-01 AM 12:00,50.64,0.05,49.42,0.4,964.52,0,968.84,0.03,5.61
2019-05-01 AM 1:00,50.66,0.06,49.67,0.4,966.47,0,975.45,0.04,5.75
2019-05-01 AM 2:00,50.63,0.06,49.39,0.4,966.17,0,972.63,0.04,5.79
2019-05-01 AM 3:00,50.62,0.07,49.31,0.4,974.04,0,969.99,0.02,5.23
2019-05-01 AM 4:00,50.93,0.07,50.43,0.4,980.35,0,988.92,0.03,5.01
2019-05-01 AM 5:00,52.04,0.06,52.3,0.4,1007.56,0,1027.71,0.03,5.07
2019-05-01 AM 6:00,52.32,0.06,52.59,0.4,1011.04,0,1030.53,0.03,5.41
2019-05-01 AM 7:00,52.38,0.07,52.15,0.4,1011.67,0,1021.11,0.03,5.65
2019-05-01 AM 8:00,53.51,0.06,50.22,0.4,1041.11,0,983.56,0.03,5.31
2019-05-01 AM 9:00,53.91,0.08,48.02,0.4,1052.3,0,949.03,0.05,5.76
2019-05-01 AM 10:00,53.87,0.05,47.08,0.4,1037.79,0,923.93,0.06,7.06
2019-05-01 AM 11:00,50.87,0.07,46.96,0.4,976.38,0,923.63,0.06,7.04
2019-05-01 PM 12:00,49.57,0.06,47.08,0.4,938.65,0,923.5,0.07,6.99
2019-05-01 PM 1:00,50.64,0.08,47.3,0.4,966.5,0,929.47,0.06,7.07
2019-05-01 PM 2:00,51.03,0.08,47.33,0.4,970.8,0,929,0.07,7.03
2019-05-01 PM 3:00,52.92,0.09,47.94,0.4,1024.06,0,950.09,0.09,6.91
2019-05-01 PM 4:00,54.58,0.09,52.59,0.4,1051.18,0,1032.88,0.09,7
2019-05-01 PM 5:00,54.61,0.1,52.68,0.4,1055.33,0,1033.38,0.1,7.05
2019-05-01 PM 6:00,53.08,0.1,52.16,0.4,1029.64,0,1024.77,0.09,6.96
2019-05-01 PM 7:00,49.82,0.1,49.86,0.4,937.97,0,981.16,0.08,6.62
2019-05-01 PM 8:00,49.4,0.1,48.84,0.4,926.43,0,961.46,0.06,6.38
2019-05-01 PM 9:00,49.3,0.1,48.64,0.4,923.28,0,960.78,0.06,6.38
2019-05-01 PM 10:00,49.21,0.1,48.58,0.4,928.91,0,961.3,0.03,6.41
2019-05-01 PM 11:00,49.27,0.1,48.64,0.4,924.8,0,958.98,0.05,6.49
2019-05-02 AM 12:00,49.17,0.1,48.52,0.4,931.21,0,960.06,0.04,6.46
2019-05-02 AM 1:00,49.31,0.1,48.65,0.4,930.64,0,959.09,0.03,6.48
2019-05-02 AM 2:00,49.39,0.1,48.83,0.4,940.72,0,966.28,0.06,6.53
2019-05-02 AM 3:00,49.51,0.1,49.86,0.4,941.92,0,986.02,0.04,6.46
2019-05-02 AM 4:00,49.48,0.1,50.69,0.4,940.07,0,998.4,0.02,6.43
2019-05-02 AM 5:00,49.25,0.1,49.39,0.4,932.73,0,974.95,0.03,6.48
2019-05-02 AM 6:00,49.21,0.1,48.61,0.4,928.1,0,955.6,0.04,6.54
2019-05-02 AM 7:00,49.08,0.1,48.46,0.4,924.18,0,952.39,0.04,6.52
2019-05-02 AM 8:00,49.2,0.1,48.46,0.4,922.01,0,944.8,0.04,6.43
2019-05-02 AM 9:00,49.21,0.1,48.22,0.4,932.73,0,946.59,0.06,6.22
2019-05-02 AM 10:00,49.19,0.1,48.19,0.4,925.46,0,945.68,0.09,6.25
2019-05-02 AM 11:00,49.42,0.1,48.47,0.4,932.96,0,948.18,0.06,6.28
2019-05-02 PM 12:00,49.91,0.1,48.99,0.4,946.94,0,962.17,0.07,6.39
2019-05-02 PM 1:00,52.21,0.1,52.14,0.4,1002.71,0,1019.03,0.06,6.83
2019-05-02 PM 2:00,52.58,0.1,53.17,0.4,1007.17,0,1036.84,0.08,7.1
2019-05-02 PM 3:00,52.36,0.1,50.97,0.4,1001.47,0,996.32,0.09,6.81
2019-05-02 PM 4:00,51.76,0.1,49.37,0.4,985.64,0,966.99,0.13,6.57
2019-05-02 PM 5:00,51.69,0.1,49.15,0.4,984.4,0,964.13,0.11,6.84
2019-05-02 PM 6:00,51.61,0.1,49.08,0.4,986.5,0,966.92,0.09,6.85
2019-05-02 PM 7:00,50.48,0.1,49.06,0.4,961.24,0,965.81,0.07,7.28
2019-05-02 PM 8:00,49.49,0.1,49.14,0.4,928.3,0,970.2,0.07,7.22
2019-05-02 PM 9:00,49.49,0.1,49.48,0.4,935.92,0,980.07,0.06,7.19
2019-05-02 PM 10:00,49.52,0.1,50.6,0.4,937.42,0,996.29,0.1,6.9
2019-05-02 PM 11:00,49.56,0.1,52.8,0.4,943.97,0,1037.86,0.06,7.1
2019-05-03 AM 12:00,49.62,0.1,52.53,0.4,934.39,0,1026.03,0.05,7.3
2019-05-03 AM 1:00,49.36,0.1,51.1,0.4,929,0,1001.2,0.04,7.29
2019-05-03 AM 2:00,49.08,0.1,48.62,0.4,929.52,0,960.16,0.04,6.54
2019-05-03 AM 3:00,49.07,0.1,48.5,0.4,929.44,0,958.32,0.02,6.68
2019-05-03 AM 4:00,48.93,0.1,48.38,0.4,926.45,0,953.84,0.03,6.57
2019-05-03 AM 5:00,48.91,0.1,48.31,0.4,927.53,0,957.48,0.03,6.47
2019-05-03 AM 6:00,49.18,0.1,48.49,0.4,940.45,0,958.85,0.03,6.73
2019-05-03 AM 7:00,49.52,0.1,48.81,0.4,954.22,0,967.47,0.04,6.78
2019-05-03 AM 8:00,50.2,0.1,50.11,0.4,969.25,0,986.83,0.08,6.63
2019-05-03 AM 9:00,51.61,0.1,52.93,0.4,1013.29,0,1045.5,0.07,6.68
2019-05-03 AM 10:00,51.46,0.1,50.89,0.4,994.77,0,1007.42,0.11,6.82
2019-05-03 AM 11:00,51.4,0.1,49.42,0.4,987.61,0,976.72,0.12,6.86
2019-05-03 PM 12:00,51.59,0.1,49.6,0.41,983.57,0,975.45,0.08,6.76
2019-05-03 PM 1:00,51.78,0.1,49.79,0.4,983.13,0,977.84,0.11,6.63
2019-05-03 PM 2:00,51.61,0.1,49.9,0.4,986.18,0,982.78,0.12,6.65
2019-05-03 PM 3:00,51.68,0.1,50.02,0.4,982.86,0,981.77,0.1,6.78
2019-05-03 PM 4:00,51.26,0.1,49.95,0.4,974.85,0,981.71,0.11,6.81
2019-05-03 PM 5:00,50.86,0.1,49.21,0.41,975.7,0,969.97,0.11,7.23
2019-05-03 PM 6:00,50.24,0.1,49.13,0.4,949.05,0,969.47,0.1,7.03
2019-05-03 PM 7:00,49.43,0.1,49.09,0.4,925.32,0,967.63,0.08,6.48
2019-05-03 PM 8:00,49.47,0.1,49.15,0.4,933.02,0,970.48,0.08,6.25
2019-05-03 PM 9:00,49.68,0.1,50.77,0.4,939.28,0,1000.94,0.08,6.12
2019-05-03 PM 10:00,49.73,0.1,53.05,0.4,947.15,0,1046.89,0.05,6.17
2019-05-03 PM 11:00,49.62,0.1,52.44,0.4,941.89,0,1032.99,0.07,5.68
2019-05-04 AM 12:00,49.32,0.1,50.61,0.4,937.6,0,1000.82,0.07,5.46
2019-05-04 AM 1:00,49.19,0.1,48.68,0.4,929.82,0,959.4,0.05,5.67
2019-05-04 AM 2:00,49.21,0.1,51.48,0.4,940.97,0,1004.73,0.04,5.84
2019-05-04 AM 3:00,59.9,0.1,69.09,0.4,1198.12,0,1251.04,0.04,3.84
2019-05-04 AM 4:00,62.16,0.1,68.55,0.4,1260.38,0,1173.07,0.04,2.41
2019-05-04 AM 5:00,61.69,0.1,68.63,0.4,1257.22,0,1181.63,0.04,2.24
2019-05-04 AM 6:00,60.79,0.1,68.56,0.4,1230.42,0,1179.89,0.02,2.52
2019-05-04 AM 7:00,60.47,0.1,68.31,0.4,1202.99,0,1169.25,0.02,2.51
2019-05-04 AM 8:00,54.74,0.1,59.79,21.78,1049.61,0,1086.27,373.44,2.26
2019-05-04 AM 9:00,47.76,0.1,47.59,43.49,906.26,0,949.14,758.69,2.71
2019-05-04 AM 10:00,49.81,0.1,47.6,43.12,905.09,0,948.19,745.44,3.27
2019-05-04 AM 11:00,48.29,0.1,47.42,46.11,859.49,0,935.95,786.12,3.25
2019-05-04 PM 12:00,45.26,0.1,47.44,48.92,797.82,0,935.97,838.15,3.29
2019-05-04 PM 1:00,46.01,0.1,47.54,48.83,825.03,0,855.19,823.34,3.18
2019-05-04 PM 2:00,46.68,0.1,48.22,48.73,846.21,0,857.74,832.81,3.38
2019-05-04 PM 3:00,46.89,0.1,43.04,46.31,846.53,0,746.45,809.43,2.77
2019-05-04 PM 4:00,46.97,0.1,42.8,44.08,840.66,0,744.08,768.91,2.7
2019-05-04 PM 5:00,47.4,0.1,43.02,42.08,840.36,0,740.43,687.25,2.7
2019-05-04 PM 6:00,47.43,0.1,42.88,42.03,834.06,0,738.44,686.6,2.61
2019-05-04 PM 7:00,47.44,0.1,42.76,41.05,830.55,0,733.62,679.96,2.7
2019-05-04 PM 8:00,47.36,0.1,42.58,40.62,827.54,0,732.59,676.19,3.18
2019-05-04 PM 9:00,47.24,0.1,45.37,39.84,829.65,0,839.96,669.04,3.05
2019-05-04 PM 10:00,47.25,0.1,45.38,38.72,826.41,0,835.23,650.26,2.88
2019-05-04 PM 11:00,47.32,0.1,45.47,37.25,820.72,0,833.24,609.68,2.41
2019-05-05 AM 12:00,47.3,0.1,45.44,37.05,823.51,0,838.69,607.59,2.64
2019-05-05 AM 1:00,47.31,0.1,45.5,37.27,833.25,0,842.95,608.1,2.22
2019-05-05 AM 2:00,47.24,0.1,45.43,35.82,835.62,0,845.18,554.17,2.03
2019-05-05 AM 3:00,47.34,0.1,45.54,36.49,840.19,0,846.36,602.06,2.54
2019-05-05 AM 4:00,47.22,0.1,45.42,36.24,835.2,0,844.04,586.43,2.46
2019-05-05 AM 5:00,47.16,0.1,45.33,36.17,835.8,0,842.73,577.83,2.14
2019-05-05 AM 6:00,47.31,0.1,45.47,36.43,835.81,0,842.95,587.36,2.76
2019-05-05 AM 7:00,47.39,0.1,45.51,36.3,828.67,0,839.66,575.16,2.45
2019-05-05 AM 8:00,47.82,0.1,46.02,34.78,852.39,0,857.84,551.78,1.99
2019-05-05 AM 9:00,48,0.1,46.19,35.15,859.91,0,873.08,563.77,2.68
2019-05-05 AM 10:00,50.01,0.1,49.93,26.71,913.2,0,932.33,441.5,2.64
2019-05-05 AM 11:00,61.62,0.1,67.13,0.4,1181.93,0,1187.86,0.16,3.36
2019-05-05 PM 12:00,57.22,0.1,60.11,0.41,1117.85,0,1117.4,0.21,3.24
2019-05-05 PM 1:00,56.27,0.1,58.21,0.48,1096.14,0,1097.04,0.17,3.33
2019-05-05 PM 2:00,58.25,0.1,61.24,0.49,1115.88,0,1143.12,0.13,3.52
2019-05-05 PM 3:00,58.81,0.1,60.12,0.5,1113.46,0,1134.64,0.2,3.86
2019-05-05 PM 4:00,58.52,0.1,58.81,0.5,1102.42,0,1113.86,0.18,3.82
2019-05-05 PM 5:00,59.37,0.1,58.69,0.5,1098.81,0,1113.27,0.2,3.88
2019-05-05 PM 6:00,59.68,0.1,58.53,0.5,1092.18,0,1111.17,0.18,4.14
2019-05-05 PM 7:00,60.18,0.1,58.33,0.5,1100.29,0,1108.37,0.13,3.97
2019-05-05 PM 8:00,60.41,0.1,61.16,0.43,1105.19,0,1055.48,0.11,3.52
2019-05-05 PM 9:00,59.92,0.1,62,0.41,1092.63,0,1066.05,0.13,3.67
2019-05-05 PM 10:00,58.64,0.1,60.59,0.4,1070.06,0,1045.03,0.08,4.07
2019-05-05 PM 11:00,58.24,0.1,59.69,0.4,1062.92,0,1033.82,0.11,4.16
2019-05-06 AM 12:00,57.96,0.1,59.32,0.4,1062.85,0,1035.14,0.15,3.67
2019-05-06 AM 1:00,56.27,0.1,59.4,0.4,1030.35,0,1037.18,0.12,3.55
2019-05-06 AM 2:00,55.88,0.1,59,0.4,1024.76,0,1030.72,0.09,4.1
2019-05-06 AM 3:00,56.03,0.1,59.89,0.4,1027.21,0,1040.4,0.11,3.71
2019-05-06 AM 4:00,53.98,0.1,60.83,0.4,994.13,0,1060.55,0.13,3.47
2019-05-06 AM 5:00,52.5,0.1,59.87,0.4,964.64,0,1045.1,0.11,4.04
2019-05-06 AM 6:00,47.99,0.1,56.13,0.4,862.49,0,991.02,0.08,4.11
2019-05-06 AM 7:00,47.49,0.1,55.53,0.4,857.05,0,982.84,0.08,4.08
2019-05-06 AM 8:00,50.16,0.1,59.86,0.4,914.05,0,1042.23,0.1,4.2
2019-05-06 AM 9:00,50.99,0.1,60.94,0.4,924.9,0,1053.06,0.08,4.21
2019-05-06 AM 10:00,50.88,0.1,61.54,0.4,925.82,0,1058.83,0.1,4.31
2019-05-06 AM 11:00,50.8,0.1,61.36,0.4,942.13,0,1056.17,0.07,4.35
2019-05-06 PM 12:00,48.86,0.1,62.04,0.4,942.36,0,1066.74,0.08,4.41
2019-05-06 PM 1:00,48.99,0.1,61.52,0.4,943.2,0,1059.46,0.07,4.52
2019-05-06 PM 2:00,49.17,0.1,61.24,0.4,942.6,0,1053.44,0.08,4.52
2019-05-06 PM 3:00,49.33,0.1,59.97,0.4,950.42,0,1040.41,0.04,4.66
2019-05-06 PM 4:00,49.28,0.1,58.21,0.4,955.37,0,1022.52,0.06,4.59
2019-05-06 PM 5:00,49.34,0.1,56.66,0.4,948.63,0,998.9,0.06,4.5
2019-05-06 PM 6:00,49.38,0.1,56.93,0.4,968.15,0,1005.7,0.03,4.67
2019-05-06 PM 7:00,54.32,0.1,65.46,0.4,1091.81,0,1130.78,0.05,4.62
2019-05-06 PM 8:00,57.15,0.1,62.42,0.4,1128.24,0,1080.5,0.03,4.54
2019-05-06 PM 9:00,56.6,0.1,62.52,0.4,1108.61,0,1079.41,0.05,4.47
2019-05-06 PM 10:00,55.42,0.1,61.11,0.4,1080.61,0,1058.69,0.04,4.38
2019-05-06 PM 11:00,55.25,0.1,60.79,0.4,1077.22,0,1057.89,0.04,4.3
2019-05-07 AM 12:00,55,0.1,60.35,0.4,1081.38,0,1052.45,0.05,4.24
2019-05-07 AM 1:00,54.99,0.1,60.5,0.4,1077.9,0,1053.85,0.05,4.49
2019-05-07 AM 2:00,54.77,0.1,59.66,0.4,1075.52,0,1043.17,0.03,4.21
2019-05-07 AM 3:00,54.09,0.1,59.23,0.4,1063.72,0,1037.13,0.02,4.09
2019-05-07 AM 4:00,52.9,0.1,58.62,0.4,1041.17,0,1028.54,0.03,4.23
2019-05-07 AM 5:00,53.07,0.1,60.07,0.4,1044.21,0,1049.56,0.02,4.44
2019-05-07 AM 6:00,53.27,0.1,60.86,0.4,1050.73,0,1056.03,0.04,4.47
2019-05-07 AM 7:00,57.38,0.1,59.18,0.4,1122.44,0,1022.97,0.04,4.12
2019-05-07 AM 8:00,58.25,0.1,58.15,0.4,1143.81,0,1015.51,0.03,4.04
2019-05-07 AM 9:00,58.95,0.1,58.59,0.4,1151.85,0,1022.13,0.04,4.4
2019-05-07 AM 10:00,59.82,0.1,59.8,0.4,1171.05,0,1046.26,0.17,4.77
2019-05-07 AM 11:00,59.91,0.1,60.25,0.4,1183.89,0,1052.2,0,4.66
2019-05-07 PM 12:00,59.3,0.1,59.65,0.4,1172.88,0,1039.64,0,4.58
2019-05-07 PM 1:00,59.29,0.1,60,0.4,1163.2,0,1045.5,0,4.53
2019-05-07 PM 2:00,61.18,0.1,61.26,0.4,1176.77,0,1063.68,0,4.6
2019-05-07 PM 3:00,61.81,0.1,61.12,0.4,1172.34,0,1064.57,0,4.68
2019-05-07 PM 4:00,61.39,0.1,59.68,0.4,1151.2,0,1044.45,0,4.67
2019-05-07 PM 5:00,61.27,0.1,60.26,0.4,1132.96,0,1053.27,0,4.72
2019-05-07 PM 6:00,59.55,0.1,60.74,0.4,1101.96,0,1065.38,0,4.71
2019-05-07 PM 7:00,59.06,0.1,62.02,0.4,1083.34,0,1107.92,0,4.49
2019-05-07 PM 8:00,58.88,0.1,57.88,0.4,1079.07,0,1105.19,0,4.48
2019-05-07 PM 9:00,58.53,0.1,55.3,0.4,1075.75,0,1075.58,0,4.54
2019-05-07 PM 10:00,59.48,0.1,56.5,0.4,1084.31,0,1097.59,0,4.43
2019-05-07 PM 11:00,59.27,0.1,57.68,0.4,1088.29,0,1088.54,0,3.97
2019-05-08 AM 12:00,58.86,0.1,60.74,0.4,1083.63,0,1068.88,0,3.85
2019-05-08 AM 1:00,57.96,0.1,59.7,0.4,1072.67,0,1052.32,0,4.09
2019-05-08 AM 2:00,57.42,0.1,59.06,0.4,1063.96,0,1041.09,0,4
2019-05-08 AM 3:00,57.47,0.1,61.36,0.4,1060.55,0,1072.22,0,3.92
2019-05-08 AM 4:00,57.53,0.1,62.68,0.4,1066.5,0,1088.8,0,3.76
2019-05-08 AM 5:00,59.21,0.1,65.38,0.4,1094.33,0,1121.91,0,3.99
2019-05-08 AM 6:00,60.1,0.1,65.45,0.4,1105.4,0,1118.28,0,3.94
2019-05-08 AM 7:00,61.34,0.1,59.05,0.4,1127.36,0,1044,0,3.69
2019-05-08 AM 8:00,59.01,0.1,55.65,0.4,1086.75,0,1000.73,0,3.83
2019-05-08 AM 9:00,58.94,0.1,55.88,0.4,1073.99,0,1002.96,0,3.96
2019-05-08 AM 10:00,59.92,0.1,58.78,0.4,1073.72,0,1034.43,0,4.05
2019-05-08 AM 11:00,62.74,0.1,61.93,0.4,1100.28,0,1059.21,0,4.38
2019-05-08 PM 12:00,65.32,0.1,64.25,0.4,1138.01,0,1099.97,0,4.55
2019-05-08 PM 1:00,65.81,0.1,65.66,0.4,1147.93,0,1123.01,0,4.49
2019-05-08 PM 2:00,63.82,0.1,66.06,0.41,1122.22,0,1127.48,0,4.37
2019-05-08 PM 3:00,62.54,0.1,64.75,0.4,1097.86,0,1100.18,0,3.98
2019-05-08 PM 4:00,62.9,0.1,64.8,0.4,1098.22,0,1099.28,0,4.31
2019-05-08 PM 5:00,63.49,0.1,66.31,0.4,1103.59,0,1121.52,0,4.11
2019-05-08 PM 6:00,64.63,0.1,67.93,0.4,1123.11,0,1142.46,0,4.31
2019-05-08 PM 7:00,66.87,0.1,67.97,0.4,1155.83,0,1145.39,0,4.76
2019-05-08 PM 8:00,66.11,0.1,67.39,0.4,1154.5,0,1136.05,0,4.75
2019-05-08 PM 9:00,56.72,0.1,65.66,0.4,1023.8,0,1124.69,0,4.11
2019-05-08 PM 10:00,53.55,0.1,62.83,0.4,976.25,0,1096.69,0,4.12
2019-05-08 PM 11:00,53,0.1,61.77,0.4,974.23,0,1081.34,0,3.84
2019-05-09 AM 12:00,53.24,0.1,63.85,0.4,974.3,0,1108.55,0,3.98
2019-05-09 AM 1:00,54.51,0.1,67.03,0.4,995.99,0,1146.63,0,4.06
2019-05-09 AM 2:00,54.35,0.1,67.47,0.4,997.64,0,1153.24,0,3.97
2019-05-09 AM 3:00,54.24,0.1,67.37,0.4,992.08,0,1145.92,0,3.9
2019-05-09 AM 4:00,53.59,0.1,64.83,0.4,984.23,0,1119.72,0,4.01
2019-05-09 AM 5:00,53.38,0.1,63.45,0.4,981.79,0,1106.3,0,4.09
2019-05-09 AM 6:00,53.45,0.1,62.53,0.4,987.28,0,1096.29,0,4.23
2019-05-09 AM 7:00,54.74,0.1,62.77,0.4,997.98,0,1093.75,0,4.44
2019-05-09 AM 8:00,58.19,0.1,59.48,0.4,1048.63,0,1044.06,0,4.15
2019-05-09 AM 9:00,58.86,0.1,58.46,0.4,1052.84,0,1029.92,0.05,4.39
2019-05-09 AM 10:00,5.79,0.1,59.33,40.54,106.93,0,1082.68,819.94,4.4
2019-05-09 AM 11:00,0.03,0.1,59.51,44.1,0,0,1117.19,947.9,4.34
2019-05-09 PM 12:00,0,0.1,61.16,45.86,0,0,1143.1,974.84,4.3
2019-05-09 PM 1:00,-0.03,0.1,61.68,46.56,0,0,1147.38,992.41,4.24
2019-05-09 PM 2:00,-0.05,0.1,64.54,47.99,0,0,1179.97,1039.15,4.49
2019-05-09 PM 3:00,-0.08,0.1,64.95,49.13,0,0,1188.23,1058.77,4.26
2019-05-09 PM 4:00,-0.09,0.1,64.55,48.96,0,0,1186.03,1065.54,4.35
2019-05-09 PM 5:00,-0.08,0.1,64.74,49.1,0,0,1178.88,1056.24,4.39
2019-05-09 PM 6:00,-0.07,0.1,63.29,47.45,0,0,1169,1003.49,4.21
2019-05-09 PM 7:00,-0.07,0.1,57.03,48.55,0,0,1076.86,985.13,4.02
2019-05-09 PM 8:00,-0.06,0.1,54.72,48.54,0,0,1040.72,985.79,3.8
2019-05-09 PM 9:00,-0.07,0.1,54.59,47.72,0,0,967.43,968.96,3.83
2019-05-09 PM 10:00,-0.07,0.1,57.49,46.97,0,0,993.52,960.58,4.43
2019-05-09 PM 11:00,-0.06,0.1,59.4,47.68,0,0,1019.46,979.84,4.43
2019-05-10 AM 12:00,-0.05,0.1,60.96,48.6,0,0,1047.02,1017.56,3.85
2019-05-10 AM 1:00,-0.06,0.1,61.44,47.21,0,0,1057.64,1009.05,4.15
2019-05-10 AM 2:00,-0.06,0.1,61.38,46.97,0,0,1046.89,998.82,4.02
2019-05-10 AM 3:00,-0.07,0.1,60.85,46.78,0,0,1040.85,986.66,4.01
2019-05-10 AM 4:00,-0.08,0.1,58.15,46.45,0,0,1002.36,943.73,3.8
2019-05-10 AM 5:00,-0.08,0.1,56.59,46.22,0,0,977.28,929.31,3.87
2019-05-10 AM 6:00,-0.07,0.1,59.73,44.04,0,0,1019.31,926.73,4
2019-05-10 AM 7:00,-0.07,0.1,62.85,45.48,0,0,1058.53,955.81,3.83
2019-05-10 AM 8:00,-0.09,0.1,63.27,44.84,0,0,1066.61,932.17,3.8
2019-05-10 AM 9:00,-0.09,0.1,63.27,45.77,0,0,1071.34,935.54,4.28
2019-05-10 AM 10:00,-0.09,0.1,62.79,45.29,0,0,1066.61,933.23,4.29
2019-05-10 AM 11:00,-0.09,0.1,64.05,46.25,0,0,1082.54,957.75,4.63
2019-05-10 PM 12:00,-0.09,0.1,65.23,46.07,0,0,1097.14,944.67,4.65
2019-05-10 PM 1:00,-0.1,0.1,65.35,46.24,0,0,1097.53,956.28,4.53
2019-05-10 PM 2:00,-0.1,0.1,65.71,46.17,0,0,1102.53,966.41,4.38
2019-05-10 PM 3:00,-0.1,0.1,66.18,47.37,0,0,1105.27,988.75,4.39
2019-05-10 PM 4:00,-0.09,0.1,66.23,48.15,0,0,1105.85,1000.56,4.5
2019-05-10 PM 5:00,-0.09,0.1,66.07,47.9,0,0,1106.49,993.49,4.56
2019-05-10 PM 6:00,-0.06,0.1,65.33,48,0,0,1098.06,961.76,4.46
2019-05-10 PM 7:00,-0.06,0.1,59.48,49.09,0,0,1023.2,948.41,4.35
2019-05-10 PM 8:00,-0.06,0.1,55.39,48.49,0,0,960.59,932.97,4.39
2019-05-10 PM 9:00,-0.05,0.1,49.48,49.34,0,0,861.86,981.87,4.01
2019-05-10 PM 10:00,-0.05,0.1,48.49,50.72,0,0,854.92,1009.1,3.95
2019-05-10 PM 11:00,-0.05,0.1,48.4,51.1,0,0,856.61,1017.8,3.88
2019-05-11 AM 12:00,-0.06,0.1,48.15,52.04,0,0,853.99,1008.51,3.87
2019-05-11 AM 1:00,-0.06,0.1,48.83,56.32,0,0,868.22,1082.84,3.72
2019-05-11 AM 2:00,-0.07,0.1,49.28,53.79,0,0,876.58,1037.4,3.68
2019-05-11 AM 3:00,-0.06,0.1,47.77,51.09,0,0,849.25,972.76,4.03
2019-05-11 AM 4:00,-0.07,0.1,46.19,50.62,0,0,820.57,960.55,3.84
2019-05-11 AM 5:00,-0.06,0.1,45.51,49.18,0,0,803.03,927.83,3.89
2019-05-11 AM 6:00,-0.08,0.1,44.99,49.14,0,0,788.17,926.54,3.87
2019-05-11 AM 7:00,-0.08,0.1,45.57,50.73,0,0,798.97,979.77,3.76
2019-05-11 AM 8:00,-0.09,0.1,49.67,49.81,0,0,882.48,976.99,4.32
2019-05-11 AM 9:00,-0.09,0.1,50.31,49.2,0,0,886.14,976.28,4.82
2019-05-11 AM 10:00,-0.09,0.1,51.24,50.94,0,0,899.6,1011.22,4.81
2019-05-11 AM 11:00,-0.09,0.1,53.2,52.89,0,0,931.88,1005.33,5.35
2019-05-11 PM 12:00,-0.09,0.1,52.29,51.86,0,0,921.26,987.62,4.66
2019-05-11 PM 1:00,-0.09,0.1,51.84,51.5,0,0,910.52,984.93,4.72
2019-05-11 PM 2:00,-0.09,0.1,51.17,50.72,0,0,897,958.29,4.83
2019-05-11 PM 3:00,-0.09,0.1,49.32,48.91,0,0,864.85,911.78,4.84
2019-05-11 PM 4:00,-0.09,0.1,49.05,49.77,0,0,863.6,926.2,4.91
2019-05-11 PM 5:00,-0.09,0.1,49.4,49.29,0,0,868,920.37,4.83
2019-05-11 PM 6:00,-0.08,0.1,49.34,49.23,0,0,869.22,923.79,4.98
2019-05-11 PM 7:00,-0.09,0.1,49.81,48.92,0,0,877.73,922.79,4.67
2019-05-11 PM 8:00,-0.08,0.1,49.34,48.92,0,0,869.32,915.18,4.39
2019-05-11 PM 9:00,-0.08,0.1,49.07,48.36,0,0,864.32,912.98,4.29
2019-05-11 PM 10:00,-0.09,0.1,49.46,50.53,0,0,875.54,961.77,4.06
2019-05-11 PM 11:00,-0.09,0.1,50.01,50.56,0,0,884.45,959.07,4.03
2019-05-12 AM 12:00,-0.09,0.1,49.34,49.35,0,0,879.09,939.4,3.82
2019-05-12 AM 1:00,-0.09,0.1,47.58,47.88,0,0,844.64,896.63,3.81
2019-05-12 AM 2:00,-0.09,0.1,46.27,46.66,0,0,815.13,856.07,3.88
2019-05-12 AM 3:00,-0.1,0.1,44.81,46.01,0,0,790.02,835.99,4.12
2019-05-12 AM 4:00,-0.09,0.1,44.73,46.39,0,0,790.44,855.8,4.16
2019-05-12 AM 5:00,-0.1,0.1,44.72,45.83,0,0,788.98,841,4.26
2019-05-12 AM 6:00,-0.09,0.09,44.48,45.1,0,0,783.39,819.77,4.25
2019-05-12 AM 7:00,-0.09,0.09,44.27,45.23,0,0,775.58,824.32,4.48
2019-05-12 AM 8:00,-0.1,0.09,44.87,47.07,0,0,790.1,879.63,4.37
