time,no1_el,no2_el,no3_el,no4_el,no1_rt,no2_rt,no3_rt,no4_rt,abs
2018-08-03 AM 3:00,64.77,66.08,66.57,51.53,1063.31,975.21,983.96,707.08,4.56
2018-08-03 AM 4:00,64.07,63.90,64.39,51.02,1047.91,940.89,965.25,700.69,4.23
2018-08-03 AM 5:00,61.97,63.54,61.72,50.25,1025.06,942.54,936.05,694.44,4.14
2018-08-03 AM 6:00,62.23,63.43,62.26,51.53,1032.84,946.69,944.82,711.94,4.05
2018-08-03 AM 7:00,62.63,63.61,64.27,52.99,1032.06,944.84,963.53,729.46,4.49
2018-08-03 AM 8:00,66.29,64.74,68.29,55.88,1069.03,952.66,1010.05,758.24,5.61
2018-08-03 AM 9:00,70.41,66.55,71.85,58.01,1109.82,974.67,1069.23,775.13,6.61
2018-08-03 AM 10:00,70.80,67.18,70.54,58.76,1119.70,995.49,1056.32,779.49,7.3
2018-08-03 AM 11:00,70.69,67.31,70.03,59.16,1113.19,998.03,1050.32,775.74,7.53
2018-08-03 PM 12:00,70.74,67.66,69.99,59.17,1118.86,1002.78,1056.67,771.64,8.28
2018-08-03 PM 1:00,70.40,68.34,70.02,59.00,1109.76,1005.68,1060.85,776.10,8.82
2018-08-03 PM 2:00,70.40,68.56,69.88,58.52,1103.25,953.52,1052.59,778.79,9.01
2018-08-03 PM 3:00,70.39,68.04,70.05,58.30,1116.78,937.68,1065.04,773.02,8.89
2018-08-03 PM 4:00,70.67,66.75,70.01,58.00,1125.21,941.66,1066.92,768.40,8.7
2018-08-03 PM 5:00,70.20,66.87,68.15,57.13,1137.95,977.72,1028.80,766.47,8.46
2018-08-03 PM 6:00,66.57,65.93,66.28,55.82,1106.30,997.13,970.00,756.31,8.75
2018-08-03 PM 7:00,65.37,62.34,67.78,55.60,1085.21,947.81,986.55,746.35,9.41
2018-08-03 PM 8:00,66.33,62.12,67.96,55.34,1087.02,936.90,986.29,746.25,8.87
2018-08-03 PM 9:00,67.25,62.44,68.34,56.88,1093.50,937.91,989.67,770.37,9.37
2018-08-03 PM 10:00,66.33,62.22,67.70,56.90,1072.99,933.16,982.64,771.53,8.8
2018-08-03 PM 11:00,64.71,65.23,64.73,54.09,1042.34,932.84,955.80,736.67,7.14
2018-08-04 AM 12:00,64.72,66.52,63.71,53.83,1042.23,934.38,946.55,734.42,7.52
2018-08-04 AM 1:00,62.85,64.96,62.86,52.18,1016.63,930.66,936.56,710.30,7.45
2018-08-04 AM 2:00,61.41,64.18,62.10,53.20,998.90,933.64,929.00,721.89,7.03
2018-08-04 AM 3:00,61.79,63.84,62.46,53.62,1009.30,938.70,937.42,730.38,7.21
2018-08-04 AM 4:00,61.73,63.52,62.67,53.44,1001.46,933.85,939.41,723.08,7.47
2018-08-04 AM 5:00,59.01,62.69,58.40,49.63,961.32,925.33,913.64,680.00,7.31
2018-08-04 AM 6:00,57.97,62.68,56.64,49.89,947.48,926.71,898.89,687.47,7.18
2018-08-04 AM 7:00,58.48,62.99,57.60,51.20,943.03,928.09,907.88,701.67,7.12
2018-08-04 AM 8:00,60.37,63.45,60.50,53.43,968.25,933.79,943.63,725.01,7.43
2018-08-04 AM 9:00,66.02,64.16,67.05,57.08,1053.75,944.29,1023.47,769.01,7.5
2018-08-04 AM 10:00,66.94,64.98,68.92,58.02,1053.77,938.79,1033.51,775.67,7.38
2018-08-04 AM 11:00,69.76,67.27,70.01,58.34,1095.70,986.73,1040.95,771.25,7.3
2018-08-04 PM 12:00,70.93,67.37,70.83,59.17,1124.16,1002.77,1051.63,779.63,7.43
2018-08-04 PM 1:00,70.88,67.25,70.88,59.25,1110.98,993.53,1046.65,773.27,7.66
2018-08-04 PM 2:00,70.92,67.89,71.15,59.67,1105.51,994.99,1047.46,778.48,8.34
2018-08-04 PM 3:00,71.07,68.53,71.56,59.67,1102.56,964.04,1048.66,775.54,8.73
2018-08-04 PM 4:00,71.29,70.41,72.11,58.98,1111.26,935.88,1059.18,769.00,9.3
2018-08-04 PM 5:00,71.15,68.86,72.05,58.80,1109.78,937.39,1060.84,765.68,9.73
2018-08-04 PM 6:00,71.21,67.97,72.30,58.79,1118.05,942.32,1064.23,766.87,9.92
2018-08-04 PM 7:00,70.82,67.22,71.97,58.63,1111.56,939.83,1063.41,758.43,9.95
2018-08-04 PM 8:00,70.30,66.68,71.41,58.36,1109.62,937.68,1057.40,761.71,9.39
2018-08-04 PM 9:00,70.20,66.85,70.84,58.32,1125.70,964.59,1054.82,769.94,9.01
2018-08-04 PM 10:00,70.21,66.96,70.08,58.09,1117.15,983.53,1037.93,767.54,7.07
2018-08-04 PM 11:00,70.54,67.07,69.72,57.97,1129.31,997.10,1034.94,763.47,6.67
2018-08-05 AM 12:00,70.30,67.31,69.96,58.09,1142.71,1006.83,1046.25,764.62,6.23
2018-08-05 AM 1:00,69.84,67.76,69.38,56.91,1135.19,999.31,1035.68,756.15,6.07
2018-08-05 AM 2:00,69.83,68.52,69.23,55.85,1144.85,968.26,1034.48,747.32,6.22
2018-08-05 AM 3:00,68.62,68.34,69.63,57.43,1137.10,931.68,1043.12,760.11,6.62
2018-08-05 AM 4:00,66.95,66.83,69.28,57.72,1118.69,933.77,1037.21,761.55,6.38
2018-08-05 AM 5:00,64.96,66.84,69.28,55.62,1095.01,960.84,1039.02,745.40,6.24
2018-08-05 AM 6:00,63.17,66.66,69.01,54.00,1072.41,989.85,1035.29,728.97,6.48
2018-08-05 AM 7:00,59.31,61.29,66.74,53.09,1011.60,917.52,1017.35,716.62,6.54
2018-08-05 AM 8:00,62.51,61.90,67.42,55.17,1083.56,937.30,1034.23,740.81,7.12
2018-08-05 AM 9:00,61.67,63.43,69.04,55.47,1065.43,959.79,1050.55,738.03,6.91
2018-08-05 AM 10:00,64.05,64.20,69.35,56.13,1094.48,960.15,1048.60,749.59,7.02
2018-08-05 AM 11:00,64.34,66.48,69.63,57.58,1102.77,952.76,1044.47,761.29,7.19
2018-08-05 PM 12:00,67.59,68.26,70.29,58.41,1131.79,936.39,1051.63,766.61,7.34
2018-08-05 PM 1:00,70.23,66.86,70.03,58.30,1176.35,935.69,1050.05,766.14,7.54
2018-08-05 PM 2:00,68.17,66.92,69.88,58.17,1149.80,956.04,1045.20,767.75,7.72
2018-08-05 PM 3:00,67.80,67.05,70.06,58.16,1112.26,984.58,1042.21,757.90,7.68
2018-08-05 PM 4:00,68.50,67.22,69.89,58.18,1128.13,1002.92,1043.29,763.44,7.22
2018-08-05 PM 5:00,69.85,67.82,70.40,58.21,1178.45,1015.25,1049.17,762.50,6.78
2018-08-05 PM 6:00,69.42,68.78,70.62,58.28,1148.13,1016.48,1049.55,758.70,6.61
2018-08-05 PM 7:00,70.17,68.07,70.76,58.29,1152.75,959.46,1084.95,760.12,6.43
2018-08-05 PM 8:00,69.94,69.17,71.25,58.13,1184.06,937.23,1113.82,758.84,6.84
2018-08-05 PM 9:00,69.84,67.24,70.49,58.14,1149.24,931.55,1109.34,765.78,7.52
2018-08-05 PM 10:00,70.00,66.89,70.10,57.75,1154.24,948.82,1107.71,765.50,7.74
2018-08-05 PM 11:00,64.12,67.08,68.45,56.27,1097.90,989.55,1094.09,750.95,7.93
2018-08-06 AM 12:00,60.96,64.53,62.91,54.44,1023.80,967.29,1036.28,731.70,7.3
2018-08-06 AM 1:00,61.30,61.70,61.13,54.77,1049.03,931.63,1022.72,739.41,7.02
2018-08-06 AM 2:00,65.04,64.00,67.03,57.04,1118.03,963.35,1024.65,763.95,7.18
2018-08-06 AM 3:00,61.95,64.11,69.26,55.47,1073.04,959.51,1041.67,746.29,7.08
2018-08-06 AM 4:00,62.63,66.89,69.56,56.36,1057.05,949.22,1042.93,749.88,7.26
2018-08-06 AM 5:00,61.57,66.95,69.03,54.31,1069.29,926.03,1036.67,732.88,7.14
2018-08-06 AM 6:00,59.77,65.80,67.79,53.96,1014.67,937.37,1023.38,725.82,7.33
2018-08-06 AM 7:00,60.55,65.05,67.14,54.61,1031.69,930.34,1016.68,729.09,6.86
2018-08-06 AM 8:00,64.57,65.21,68.29,56.68,1101.28,939.67,1029.80,755.24,6.82
2018-08-06 AM 9:00,64.04,65.98,69.49,57.74,1081.81,958.68,1031.09,757.83,6.78
2018-08-06 AM 10:00,68.09,67.29,70.09,58.51,1112.27,984.90,1030.43,767.59,7.34
2018-08-06 AM 11:00,71.76,67.53,70.86,59.20,1185.53,991.54,1038.71,761.37,8.12
2018-08-06 PM 12:00,69.97,67.96,71.09,58.99,1141.52,996.57,1044.17,750.45,8.25
2018-08-06 PM 1:00,70.40,68.13,71.34,59.34,1133.28,972.83,1040.44,750.02,8.67
2018-08-06 PM 2:00,70.27,70.69,71.92,58.43,1149.63,924.39,1043.46,745.99,9.92
2018-08-06 PM 3:00,69.85,69.38,72.04,58.18,1132.53,928.32,1046.09,742.37,9.97
2018-08-06 PM 4:00,70.32,68.06,71.99,58.10,1127.15,930.54,1069.97,744.60,9.94
2018-08-06 PM 5:00,71.02,67.71,72.52,58.31,1160.08,945.29,1087.81,773.41,10.05
2018-08-06 PM 6:00,70.19,66.91,71.92,58.47,1167.48,932.87,1074.63,775.23,9.53
2018-08-06 PM 7:00,69.89,66.78,71.47,58.50,1145.47,933.94,1072.05,777.07,9.19
2018-08-06 PM 8:00,70.16,66.71,71.79,58.40,1139.63,964.52,1080.53,767.28,9.46
2018-08-06 PM 9:00,70.02,67.09,70.95,58.32,1160.75,986.69,1069.34,770.61,9.07
2018-08-06 PM 10:00,69.83,66.68,70.12,58.06,1159.12,979.61,1054.64,772.69,8.82
2018-08-06 PM 11:00,69.91,68.15,70.40,58.01,1132.49,998.91,1058.42,765.86,8.08
2018-08-07 AM 12:00,70.02,68.32,69.49,57.50,1146.89,999.51,1056.52,766.02,6.73
2018-08-07 AM 1:00,64.21,68.29,68.94,55.09,1093.44,947.73,1049.09,746.18,6.17
2018-08-07 AM 2:00,64.03,67.49,69.68,56.72,1085.15,933.89,1069.04,772.59,5.63
2018-08-07 AM 3:00,64.61,66.65,69.29,56.25,1103.80,953.06,1067.61,773.45,5.51
2018-08-07 AM 4:00,60.78,67.14,69.00,54.85,1059.60,987.91,1063.83,759.08,5.17
2018-08-07 AM 5:00,62.18,65.17,69.20,55.24,1069.63,988.69,1070.27,760.49,5.17
2018-08-07 AM 6:00,61.60,61.12,67.71,52.51,1059.73,919.58,1049.06,718.87,5.05
2018-08-07 AM 7:00,59.89,61.65,67.30,54.57,1049.36,930.97,1051.00,745.31,4.85
2018-08-07 AM 8:00,61.14,62.21,68.57,54.90,1056.27,944.01,1069.13,745.07,4.92
2018-08-07 AM 9:00,60.78,61.58,66.57,54.36,1069.20,927.69,1046.25,743.73,4.78
2018-08-07 AM 10:00,60.18,64.77,67.17,54.93,1054.92,939.15,1057.20,747.44,4.84
2018-08-07 AM 11:00,62.13,66.64,69.25,56.72,1083.70,950.53,1086.32,772.01,4.9
2018-08-07 PM 12:00,62.50,66.06,69.51,57.64,1112.31,971.48,1089.00,785.28,4.83
2018-08-07 PM 1:00,63.63,66.16,70.12,57.80,1102.12,980.55,1089.52,786.47,5.16
2018-08-07 PM 2:00,64.98,65.85,70.13,58.11,1103.67,996.38,1085.05,782.20,5.26
2018-08-07 PM 3:00,63.40,62.62,69.28,54.98,1105.30,952.51,1076.42,745.52,5.34
2018-08-07 PM 4:00,59.46,61.50,68.66,53.78,1037.54,936.06,1072.39,728.71,5.17
2018-08-07 PM 5:00,60.26,61.80,68.41,54.12,1057.11,944.06,1075.99,738.92,4.93
2018-08-07 PM 6:00,61.03,61.71,67.92,54.16,1075.73,943.31,1075.28,740.13,4.71
2018-08-07 PM 7:00,57.01,64.54,64.38,53.32,1015.03,942.44,1035.82,722.08,4.65
2018-08-07 PM 8:00,59.02,65.95,63.88,53.97,1049.93,951.54,1032.95,730.96,4.48
2018-08-07 PM 9:00,58.08,64.61,64.39,54.78,1034.95,951.65,1035.53,741.69,4.12
2018-08-07 PM 10:00,58.75,63.91,63.72,52.98,1046.58,942.73,1022.98,718.74,4.56
2018-08-07 PM 11:00,60.17,63.88,65.61,55.06,1070.37,951.96,1048.77,745.52,4.53
2018-08-08 AM 12:00,57.79,63.05,62.99,52.79,1029.49,940.61,1016.18,718.29,4.11
2018-08-08 AM 1:00,59.01,62.85,61.82,53.18,1038.92,945.63,1008.73,721.39,4.26
2018-08-08 AM 2:00,59.18,62.82,62.19,53.11,1040.89,950.13,1014.34,726.47,4.34
2018-08-08 AM 3:00,59.48,62.79,62.39,54.22,1042.67,953.52,1018.09,736.24,4.06
2018-08-08 AM 4:00,60.95,62.93,64.08,55.11,1050.79,957.03,1041.26,754.38,4.03
2018-08-08 AM 5:00,61.86,62.66,63.48,53.49,1051.44,954.40,1033.13,743.69,3.92
2018-08-08 AM 6:00,62.39,62.57,63.21,53.14,1051.72,952.97,1031.78,732.60,3.86
2018-08-08 AM 7:00,62.38,62.50,62.05,52.44,1045.96,945.13,1015.72,712.05,3.86
2018-08-08 AM 8:00,62.86,62.88,63.35,53.76,1051.46,953.56,1031.53,731.26,4.17
2018-08-08 AM 9:00,63.01,63.12,65.11,54.50,1047.32,947.73,1046.76,753.22,4.15
2018-08-08 AM 10:00,63.24,63.33,66.40,54.96,1043.93,945.70,1072.44,750.95,4.32
2018-08-08 AM 11:00,65.97,64.04,66.30,56.46,1087.40,963.74,1126.37,766.26,4.51
2018-08-08 PM 12:00,65.99,62.47,63.20,56.17,1088.26,958.77,1092.27,761.37,4.25
2018-08-08 PM 1:00,66.15,61.46,61.41,55.19,1085.28,949.38,1071.34,749.31,4.3
2018-08-08 PM 2:00,66.36,61.39,61.16,55.64,1094.13,950.16,1069.43,753.90,4.49
2018-08-08 PM 3:00,66.29,61.43,61.15,56.05,1085.62,944.42,1066.57,761.35,4.63
2018-08-08 PM 4:00,66.39,61.93,61.70,56.57,1090.04,950.49,1077.93,764.42,4.72
2018-08-08 PM 5:00,66.37,63.21,63.40,57.15,1094.27,972.94,1102.72,786.91,4.42
2018-08-08 PM 6:00,66.25,64.17,63.73,57.19,1095.00,980.86,1111.08,782.52,4.13
2018-08-08 PM 7:00,66.23,67.07,62.49,56.33,1095.17,969.15,1091.16,765.18,4.23
2018-08-08 PM 8:00,65.23,65.50,63.34,56.01,1089.38,962.67,1031.37,762.45,4.26
2018-08-08 PM 9:00,64.26,64.32,64.28,53.99,1072.00,955.82,1039.71,738.68,4.05
2018-08-08 PM 10:00,61.64,63.41,62.64,52.99,1030.54,948.59,1018.52,722.55,3.93
2018-08-08 PM 11:00,61.10,63.44,62.79,53.22,1029.84,957.75,1023.22,726.68,3.84
2018-08-09 AM 12:00,62.15,63.25,64.61,53.23,1041.96,960.15,1046.45,722.45,3.72
2018-08-09 AM 1:00,61.85,62.86,63.40,52.93,1041.79,956.12,1033.70,726.06,3.64
2018-08-09 AM 2:00,62.04,63.00,63.48,53.44,1050.38,963.62,1038.15,734.31,3.87
2018-08-09 AM 3:00,61.88,62.83,63.85,53.08,1044.72,955.65,1043.49,728.10,3.94
2018-08-09 AM 4:00,61.84,62.68,62.54,53.65,1047.99,958.03,1030.30,738.58,3.92
2018-08-09 AM 5:00,62.10,62.95,64.01,55.29,1056.12,968.37,1049.11,767.26,4.12
2018-08-09 AM 6:00,62.16,63.01,65.20,53.76,1046.79,961.79,1059.61,749.59,4.08
2018-08-09 AM 7:00,62.05,62.90,65.05,53.39,1046.75,958.42,1056.10,734.93,3.92
2018-08-09 AM 8:00,62.72,63.23,65.27,54.91,1054.15,960.73,1057.04,751.31,4.23
2018-08-09 AM 9:00,64.42,63.51,67.89,56.41,1075.94,962.56,1083.74,776.62,4.45
2018-08-09 AM 10:00,64.49,63.55,68.14,55.87,1066.74,957.69,1080.97,768.63,4.5
2018-08-09 AM 11:00,65.15,63.73,68.51,55.71,1075.90,951.97,1081.04,760.45,4.11
2018-08-09 PM 12:00,66.67,64.61,69.12,56.89,1107.27,983.38,1093.99,775.81,3.96
2018-08-09 PM 1:00,66.72,62.96,68.94,55.61,1105.62,976.26,1090.56,764.27,4.21
2018-08-09 PM 2:00,67.23,62.87,69.39,56.44,1100.90,969.21,1088.40,771.36,4.47
2018-08-09 PM 3:00,69.03,65.45,70.11,57.58,1125.96,1006.32,1093.70,776.17,4.59
2018-08-09 PM 4:00,70.20,66.75,70.25,58.13,1148.82,1021.09,1095.47,780.95,4.81
2018-08-09 PM 5:00,69.80,66.46,69.37,57.52,1147.15,1011.46,1084.15,776.29,4.75
2018-08-09 PM 6:00,68.83,66.83,69.07,57.34,1152.73,985.41,1084.24,784.46,4.27
2018-08-09 PM 7:00,68.10,67.33,69.27,57.56,1142.31,964.87,1082.20,782.89,3.98
2018-08-09 PM 8:00,66.34,66.65,69.22,55.79,1119.61,966.12,1083.87,752.16,4.27
2018-08-09 PM 9:00,66.37,65.89,69.14,55.95,1114.84,974.95,1082.65,763.46,3.98
2018-08-09 PM 10:00,65.30,64.88,68.81,53.31,1094.69,958.01,1074.35,732.67,3.84
2018-08-09 PM 11:00,64.71,64.35,68.92,52.92,1078.38,946.73,1079.36,726.16,3.7
2018-08-10 AM 12:00,65.00,63.68,67.61,53.73,1083.48,949.49,1068.19,741.24,3.46
2018-08-10 AM 1:00,65.91,63.90,68.77,56.63,1096.58,960.71,1082.90,783.54,3.99
2018-08-10 AM 2:00,65.72,63.53,68.90,55.27,1094.42,960.32,1084.85,762.58,3.92
2018-08-10 AM 3:00,65.32,63.09,67.75,54.82,1094.56,957.63,1073.17,746.34,3.91
2018-08-10 AM 4:00,65.60,63.40,68.05,55.98,1102.93,961.47,1082.51,761.37,4.39
2018-08-10 AM 5:00,64.85,62.95,67.03,53.54,1081.69,951.83,1063.96,736.74,4.81
2018-08-10 AM 6:00,62.47,62.73,63.27,51.93,1037.95,941.96,1015.67,711.13,4.27
2018-08-10 AM 7:00,62.73,62.97,63.76,53.67,1051.85,952.37,1024.54,733.59,4.16
2018-08-10 AM 8:00,62.63,62.87,65.13,53.81,1048.24,951.93,1043.97,731.93,4.05
2018-08-10 AM 9:00,62.72,62.93,65.08,52.76,1041.82,942.16,1037.54,713.47,4.01
2018-08-10 AM 10:00,62.97,63.16,65.32,53.48,1047.29,949.22,1040.64,731.39,4.1
2018-08-10 AM 11:00,62.82,63.03,65.25,53.65,1044.45,948.43,1040.71,724.47,4.11
2018-08-10 PM 12:00,62.55,62.79,65.00,53.81,1048.93,956.65,1045.82,733.15,3.77
2018-08-10 PM 1:00,63.31,63.17,66.03,54.67,1062.23,956.42,1053.14,746.89,4.15
2018-08-10 PM 2:00,64.73,63.31,66.60,54.45,1080.36,954.25,1120.33,747.98,4.23
2018-08-10 PM 3:00,65.01,63.57,62.54,55.20,1079.34,953.86,1076.54,752.09,4.14
2018-08-10 PM 4:00,65.14,63.57,62.35,54.98,1080.71,961.67,1078.26,751.02,4.18
2018-08-10 PM 5:00,64.94,62.62,61.62,52.93,1078.92,956.05,1070.22,729.55,3.82
2018-08-10 PM 6:00,64.00,60.79,59.58,52.15,1067.77,944.87,1044.82,717.42,3.43
2018-08-10 PM 7:00,63.85,60.48,58.82,51.70,1069.90,952.29,1038.09,708.15,3.84
2018-08-10 PM 8:00,65.10,61.39,61.15,54.72,1087.25,963.57,1072.37,744.47,3.84
2018-08-10 PM 9:00,65.22,61.75,61.63,53.51,1083.45,956.83,1069.68,732.15,3.78
2018-08-10 PM 10:00,64.27,61.21,59.60,51.64,1065.58,939.64,1038.70,713.33,3.52
2018-08-10 PM 11:00,65.87,62.68,62.53,55.49,1102.68,969.31,1084.88,770.58,3.45
2018-08-11 AM 12:00,66.51,63.90,63.86,55.74,1114.75,985.95,1099.72,769.74,3.52
2018-08-11 AM 1:00,66.56,66.88,64.87,54.98,1109.29,977.82,1047.69,759.13,3.57
2018-08-11 AM 2:00,66.58,66.25,67.66,53.85,1108.48,973.81,1063.02,734.43,3.62
2018-08-11 AM 3:00,65.27,64.30,66.89,52.38,1083.46,952.14,1052.29,720.07,3.54
2018-08-11 AM 4:00,63.88,63.29,64.43,51.19,1071.05,948.23,1027.83,701.02,3.34
2018-08-11 AM 5:00,63.32,62.80,63.50,51.27,1068.26,954.62,1019.40,711.35,3.56
2018-08-11 AM 6:00,63.44,62.76,64.57,52.87,1063.52,952.33,1029.60,730.26,3.48
2018-08-11 AM 7:00,63.64,62.96,65.20,53.07,1065.70,952.92,1036.51,723.85,3.54
2018-08-11 AM 8:00,63.98,63.03,66.98,53.99,1072.32,954.68,1057.47,741.57,3.7
2018-08-11 AM 9:00,64.91,63.21,68.26,54.27,1085.10,959.56,1068.08,742.52,3.66
2018-08-11 AM 10:00,64.55,62.59,67.25,52.42,1081.18,951.64,1057.33,719.73,3.7
2018-08-11 AM 11:00,63.83,62.74,65.55,52.31,1065.69,947.05,1039.55,716.96,3.83
2018-08-11 PM 12:00,64.83,63.20,67.69,53.99,1084.38,959.47,1065.80,740.00,3.57
2018-08-11 PM 1:00,64.92,62.98,67.93,52.25,1074.13,948.22,1061.44,722.80,3.49
2018-08-11 PM 2:00,64.96,63.02,67.40,53.56,1081.06,951.71,1058.61,737.86,3.77
2018-08-11 PM 3:00,65.29,63.59,68.34,54.97,1091.15,974.75,1074.87,752.88,3.76
2018-08-11 PM 4:00,65.08,61.91,67.92,53.36,1086.24,963.00,1065.58,726.88,3.58
2018-08-11 PM 5:00,65.29,61.62,68.20,54.03,1091.78,967.89,1071.65,742.94,3.87
2018-08-11 PM 6:00,65.18,60.92,67.93,52.11,1083.32,951.57,1061.58,713.27,3.85
2018-08-11 PM 7:00,64.32,60.66,65.89,51.88,1071.23,944.40,1044.21,709.77,3.86
2018-08-11 PM 8:00,63.94,60.72,64.93,51.05,1065.77,943.55,1031.05,697.22,3.51
2018-08-11 PM 9:00,62.88,60.88,62.80,50.49,1049.21,940.09,1004.82,701.13,3.13
2018-08-11 PM 10:00,63.31,61.34,64.27,50.54,1053.03,945.56,1022.51,701.55,3.05
2018-08-11 PM 11:00,63.59,64.11,65.59,52.04,1059.84,946.73,1037.30,718.45,2.96
2018-08-12 AM 12:00,65.74,66.50,68.54,54.52,1093.30,968.14,1071.04,744.11,2.98
2018-08-12 AM 1:00,66.97,66.90,68.91,54.15,1116.32,1004.81,1075.28,747.89,3
2018-08-12 AM 2:00,66.63,63.24,68.19,51.74,1108.15,979.82,1064.05,718.93,2.95
2018-08-12 AM 3:00,66.67,61.58,68.19,52.15,1110.84,960.37,1066.38,717.79,3.09
2018-08-12 AM 4:00,66.72,61.73,68.22,51.99,1114.00,961.21,1065.43,717.84,3.07
2018-08-12 AM 5:00,66.38,61.86,68.11,50.79,1099.28,955.86,1062.51,710.89,3.09
2018-08-12 AM 6:00,66.35,61.97,68.14,50.69,1089.78,949.74,1056.34,708.16,3.08
2018-08-12 AM 7:00,66.86,64.13,68.68,52.24,1095.89,953.07,1061.50,719.48,3.02
2018-08-12 AM 8:00,69.24,67.48,69.53,57.31,1155.21,972.64,1077.46,774.51,3.58
2018-08-12 AM 9:00,69.22,66.65,69.07,56.71,1149.79,977.30,1070.37,767.22,3.67
2018-08-12 AM 10:00,67.41,66.96,68.60,52.91,1120.63,1005.23,1056.62,723.56,3.66
2018-08-12 AM 11:00,66.90,65.76,68.72,53.99,1115.02,1011.01,1059.55,732.82,3.61
2018-08-12 PM 12:00,66.91,63.79,68.63,54.62,1107.56,984.83,1057.32,739.47,3.54
2018-08-12 PM 1:00,66.92,62.54,68.65,53.49,1102.73,948.01,1051.23,729.32,3.49
2018-08-12 PM 2:00,67.23,63.89,69.02,54.79,1109.20,970.01,1059.84,744.24,3.55
2018-08-12 PM 3:00,67.24,65.12,68.94,54.52,1100.31,978.34,1054.39,740.23,3.45
2018-08-12 PM 4:00,68.13,67.60,69.50,56.69,1121.33,974.96,1065.46,757.10,3.44
2018-08-12 PM 5:00,69.86,67.98,70.27,58.55,1166.97,963.37,1077.42,783.33,3.66
2018-08-12 PM 6:00,70.09,66.74,70.05,58.26,1175.70,968.07,1078.20,778.57,3.58
2018-08-12 PM 7:00,69.85,66.81,69.47,57.32,1171.09,998.75,1073.28,769.31,3.76
2018-08-12 PM 8:00,69.82,67.02,69.09,55.56,1177.60,1025.39,1066.84,754.11,3.93
2018-08-12 PM 9:00,66.44,65.75,69.99,53.94,1122.24,1014.41,1117.97,739.65,3.66
2018-08-12 PM 10:00,64.54,62.41,64.29,52.40,1094.16,945.70,1068.59,719.36,3.39
2018-08-12 PM 11:00,64.75,62.96,64.02,53.30,1097.48,947.42,1067.20,730.48,3.32
2018-08-13 AM 12:00,66.65,66.08,67.96,55.68,1130.81,998.73,1115.15,755.59,3.35
2018-08-13 AM 1:00,67.19,67.89,68.20,54.54,1139.63,1009.77,1122.53,747.98,3.44
2018-08-13 AM 2:00,66.33,67.60,65.85,53.30,1130.34,958.68,1098.47,729.51,3.39
2018-08-13 AM 3:00,66.31,66.77,65.51,53.27,1132.57,959.93,1096.95,731.48,3.47
2018-08-13 AM 4:00,64.39,65.62,63.02,52.09,1094.63,966.74,1063.53,712.09,3.51
2018-08-13 AM 5:00,63.39,63.44,60.59,51.70,1076.86,930.39,1033.86,708.77,3.59
2018-08-13 AM 6:00,64.32,63.38,60.46,52.70,1078.76,932.07,1035.71,721.40,3.78
2018-08-13 AM 7:00,65.38,63.61,61.11,53.45,1079.73,939.16,1039.49,728.80,3.76
2018-08-13 AM 8:00,68.60,66.25,66.05,56.90,1108.06,986.87,1090.24,762.52,4.45
2018-08-13 AM 9:00,69.23,67.34,67.69,57.74,1106.49,1009.30,1099.03,765.18,5.34
2018-08-13 AM 10:00,70.05,67.44,69.94,58.18,1127.07,1011.93,1118.33,768.12,6.08
2018-08-13 AM 11:00,70.29,68.12,70.78,58.78,1137.38,1015.71,1124.05,765.47,7.3
2018-08-13 PM 12:00,70.21,67.82,70.98,59.06,1134.79,989.47,1118.59,767.04,7.81
2018-08-13 PM 1:00,70.02,67.96,70.25,59.26,1129.82,977.39,1057.63,771.67,7.99
2018-08-13 PM 2:00,69.93,69.12,70.07,59.30,1128.67,933.66,1040.53,772.12,8.76
2018-08-13 PM 3:00,69.91,68.46,70.29,59.26,1139.95,934.87,1051.16,771.70,9.77
2018-08-13 PM 4:00,69.88,67.12,70.36,59.22,1152.97,943.66,1057.10,769.71,9.39
2018-08-13 PM 5:00,69.82,66.53,70.01,58.58,1168.44,956.60,1058.59,768.97,9.49
2018-08-13 PM 6:00,69.87,66.85,69.78,58.14,1165.43,991.20,1055.94,772.02,8.91
2018-08-13 PM 7:00,69.75,67.08,69.05,57.88,1171.54,1015.45,1050.07,763.11,7.65
2018-08-13 PM 8:00,68.40,66.79,68.73,57.09,1176.55,1021.16,1049.74,761.18,6.15
2018-08-13 PM 9:00,64.70,67.22,69.01,57.05,1111.62,1025.95,1054.10,766.39,4.76
2018-08-13 PM 10:00,65.71,68.11,69.25,57.15,1100.18,1029.05,1055.75,768.29,4.2
2018-08-13 PM 11:00,65.06,68.38,68.97,56.03,1129.96,1033.75,1056.55,756.02,4.05
2018-08-14 AM 12:00,61.20,68.09,68.62,53.86,1059.20,1029.96,1059.33,733.07,4.06
2018-08-14 AM 1:00,62.84,67.98,69.06,54.61,1079.87,949.83,1054.94,744.17,4.61
2018-08-14 AM 2:00,63.47,66.74,68.53,53.55,1093.21,969.55,1057.34,734.95,4.31
2018-08-14 AM 3:00,61.22,66.98,66.25,50.73,1074.04,1007.02,1033.83,700.15,4.45
2018-08-14 AM 4:00,57.67,63.14,63.31,50.05,1032.38,972.19,1002.80,693.30,4.25
2018-08-14 AM 5:00,56.36,60.22,62.02,50.27,1005.40,936.50,993.59,700.50,4.16
2018-08-14 AM 6:00,57.81,62.11,63.89,52.16,1035.53,966.35,1017.76,726.92,4.49
